id,price
4907206,183.94528771312525
1559912,179.5261084447651
10658564,183.94528771312525
5373674,81.89092998079128
13006794,167.0258988940036
21245946,157.65516047110546
4628603,149.765166296162
23184876,349.44784273039716
8975190,151.06665774378675
10358108,158.95665191873022
4796592,80.58943853316654
648047,158.95665191873022
17690699,171.11551769077175
27603879,64.3139647030122
4823529,160.5184416558799
15435899,83.19242142841603
21120246,127.1133234539275
27191858,65.09485957158704
24121885,160.5184416558799
9523431,183.94528771312525
17150899,202.95884615557443
7350310,162.86112626160443
843499,166.76560060447866
1097816,419.78070619111816
19132312,184.73207423526407
2608391,85.79540432366551
25369155,80.58943853316654
16313547,116.33724134084346
17839487,106.87956577518634
4813259,106.87956577518634
24970249,104.4539989018414
3272552,178.8719328399164
19069994,111.1312755503445
29635607,158.37787687165027
25077481,81.37033340174139
29009445,82.46994001075495
8101762,146.2022824541455
14200676,174.15780495373835
287814,103.76187795445094
26571746,107.66635229732518
24288820,141.06710153696014
4581556,81.37033340174139
26985356,205.8162356867849
16965072,217.37910432200775
7358093,106.87956577518634
20511790,86.70550925572175
20308927,345.63055225241965
27014270,157.65516047110546
13522873,183.94528771312525
22143658,157.65516047110546
14549011,183.94528771312525
783202,159.21695020825516
19546150,42.2581189975964
21413175,106.87956577518634
20286105,205.74083512901612
9685104,181.6084947609647
10359702,88.78200391835735
4069681,193.24676395395636
21309449,106.62515913922536
13698284,179.5261084447651
21802458,205.2202385499662
4695408,160.25814336635494
13899190,161.0390382349298
7776880,318.91875712885576
3216134,157.9154587606304
6582467,80.58943853316654
14176519,58.79978277083967
15554154,65.87575444016188
18669019,60.35568085442537
11062438,112.17246870844428
26014359,153.4034506959473
8635762,64.3139647030122
7173864,81.89092998079128
7798060,80.58943853316654
27363172,297.94953163393313
19815527,158.17575705015537
15805025,106.87956577518634
28513631,85.9246143871469
987616,473.3623114444915
3720404,80.58943853316654
17368490,134.53088562410744
2210615,269.79188931284534
13879965,159.4772484977801
23881662,206.00113341854106
26712981,179.5261084447651
17384137,219.01629461692625
16649773,157.9154587606304
26004087,368.64751373524894
10609103,173.4582022964963
16765113,106.87956577518634
3529500,195.32915027015594
9475052,102.98098308587609
13999301,183.94528771312525
8813547,158.4360553396803
26869774,65.87575444016188
21137287,80.58943853316654
5470363,88.78200391835735
21509260,53.570938219921686
16313098,271.61397733952003
29658316,276.9930575546472
25266473,230.46917263388622
22425516,158.95665191873022
25637401,157.9154587606304
21751800,210.45496301519418
10413492,113.2136618665441
1387431,82.41152655984118
10424679,183.94528771312525
1639762,180.82759989238986
13577423,85.79540432366551
20071791,297.94953163393313
796523,337.7928448919422
29233046,62.491876676337554
7898302,183.94528771312525
21254993,66.13605272968684
9361107,194.0276588225312
3561828,106.87956577518634
23303565,328.4913686511111
9194718,137.52525503492544
22524377,80.58943853316654
27597929,209.15347156756943
22130642,102.46038650682618
26527359,255.6773564883304
6853661,160.25814336635494
21255711,314.3146801287395
21898686,193.5070622434813
27010922,106.87956577518634
9026590,85.79540432366551
21232082,183.94528771312525
4710315,150.2857628752119
2650690,106.87956577518634
1300097,106.87956577518634
20091561,337.48711955002386
22100074,80.58943853316654
63610,54.091534798971594
19242837,62.491876676337554
19780093,201.91765299747465
17592601,88.78200391835735
9125917,162.86112626160443
13644095,158.95665191873022
14111626,203.21914444509937
9786398,81.11003511221644
29655002,106.87956577518634
27485377,129.716306349177
22600667,209.3850111823654
21591942,225.91641433972725
26448768,62.491876676337554
13430210,183.94528771312525
16026000,158.69635362920525
96471,102.46038650682618
7001872,158.17575705015537
18910648,214.59097697286435
27227840,161.0390382349298
28107658,274.2110685812055
13641909,183.94528771312525
26417414,208.08351973474063
18176798,159.4772484977801
4208547,134.69073252488
26750453,65.09485957158704
24970116,86.70550925572175
22353249,183.94528771312525
45542,204.17904539186642
16178326,171.11551769077175
13289643,160.25814336635494
22229793,81.11003511221644
13714127,160.5184416558799
21366188,16.228290045101552
27795234,63.533069834437356
28227271,80.58943853316654
25635216,157.65516047110546
25353132,83.97331629699087
12362194,183.94528771312525
2288762,112.17246870844428
28494807,183.94528771312525
22192285,162.86112626160443
9631464,281.9674837303502
11176819,157.9154587606304
15520503,81.37033340174139
9532665,137.4214027923643
27551807,629.9405388907928
23626799,347.58032765132907
